vol	scan_page	before	garbage	after	script	reading	conf
v1	502	of taja they read	B^a	or Bi/a.	heb	מים	71
v1	502	gives the	"ja	its comparative	heb	מן	92
v1	502	V. 15. Therefore in	thejires	glorify Jehovah,	eng	the fires	96
v1	502	or B^asa (Houbigant),	tn-inn	or B'naoa	heb	בהרים	68
v1	503	of misery,	p^s	is not	heb	צדוק	91
v1	503	make	i;a	express not	heb	בגר	71
v1	503	entirely unnecessary. Ewald takes	iaa	in its	heb	בגד	89
v1	503	off the very clothes.	is*		heb	צבר	75
v1	503		piixb	is commonly	heb	לצדיק	86
v1	503	ancient art of hunting,	inft		heb	פחד	85
v1	503	One manuscript instead of	^>ipa	reads h3BE,	heb	מקול	89
v1	503	preters regard	bip	as a	heb	קול	96
v1	504	is now commonly abandoned,	ris-fca	is properly	heb	מילונה	69
v1	505	of heaven at all.	fiVia		heb	מרום	92
v1	505	by the antithesis of	siaix ;	but it	heb	; אדמה	83
v1	505	the less probable because	n^tx	is not	heb	ארפה	80
v1	505	visited. Whether	nsox	be construed	heb	אספה	89
v1	506	pretations of the verb	lips'1.	According to	heb	יפקדו	83
v1	506	They evidently read	risab	and nan,	heb	לבנה	93
v1	507	proposition, of which	mss	is the	heb	עצות	90
v1	507	is the subject and	fiaiES	the predicate.	heb	אמונה	92
v1	507	makes	wxsas	well as	heb	8 צצות	69
v1	507	makes wxsas well as	fc^fi	the object	heb	פלא	91
v1	507	sition before	Miax	or regards	heb	אמוכת	80
v1	508	Michaelis, reads "pox Amen	(ytvoiio)	which	grc	(γένοιτο)	94
v1	508	of place, ^x and	iia-.ax	are cognate	heb	צמונה	76
v1	508	and connects P&fi»£ with	d*nt 'paix : '	thou changest	heb	+ : ארמון זרים	77
v1	508	gives	svfisa	here its	heb	בצגרה	85
v1	509		DI^IT	has the	heb	זרים	90
v1	509	of subject nations, or	a^is		heb	גולם	87
v1	510	catastrophe was brought about,	fisn	is not	heb	מעוז	66
v1	510	account adopts the reading	^"ip	proposed	heb	קור	97
v1	511	nius makes	nasn	intransitive; the	heb	רענה	83
v1	511	bring low) corresponding to	s-osn	in the	heb	תכניע	92
v1	511	the enallage by rendering	nss"1	in the	heb	רעפדז	71
v1	511	being the keepers (from	laia	to	heb	טמר	75
v1	511	and of superior quality.	D^ppTft	pro	heb	מזקקים	92
v1	512	Gesenius makes the second	raib	an	heb	לוש	80
v1	512	is written, Karenodi] 6	ftdvaros	c/v nxo?.	grc	ϑάνατος	88
v1	513	of death. The phrase	aV nxo?	there	grc	εἰς νῖκος	69
v1	513	rendered more annoying and	conspicu		heb	סוק 60	66
v1	514	tures that they read	nns-.a	for nraiB	heb	מרכבה	91
v1	514	of place derived from	"jai	and	heb	דמן	90
v1	515	the pool or dunghill,	ma-is	has been	heb	ארבות	91
v1	515	amplification of the phrase	imsa b-'&iBn	in that	heb	חשפיל גאותו	90
v1	515	ixao and	amutt	are equivalent	heb	משגב	77
v1	517	Septuagint	za/o^ xal 7T?QiTei%og.	Junius adds	grc	τεῖχος καὶ περίτειχος	92
v1	517	the exile. Lowth connects	"laia		heb	שמר	88
v1	518	one, which connects	*pBO "^	with the	heb	יצר סמוך	86
v1	518	of Knobel, who refers	'yciD	to the	heb	סמוך	92
v1	518	plaining	WM	as a	heb	בטוח	93
v1	518	Aquila, who has iv	ico xvQt<p xvQiog.	Knobel however	grc	τῷ κυριῷ κυριος	71
v1	519		rns-n	the predicate	heb	רהוה	90
v1	519	to the derivative noun	aaiaa,	ch. 25:	heb	משגב	80
v1	520	used, like Vi and	ynnx	in ch.	heb	אביון	88
v1	520	a poetical equivalent	iofeet.	Henderson here	eng	to feet	95
v1	520	The primary idea of	obs	is to	heb	פלס	91
v1	521	Lowth takes	"pafittrain	the sense	heb	מו משפטיך	84
v1	521	sense of laws and	li^p	in that	heb	קוינו	80
v1	521	from the Piel of	*>rn!J	the sense	heb	שחר	96
v1	521	justice. The Septuagint has	pafove	in	grc	μαϑετε	82
v1	522	Even the double future	(i^tm	and itm)	heb	רחזיון)	71
v1	522	double future (i^tm and	itm)	is referred	heb	(רחזו	87
v1	522	es	nxip	with what	heb	קנאת	92
v1	523	writers construe it with	Tm">	and	heb	ירתזו	66
v1	523	object of the verb	bsstn	and regards	heb	תאכל	92
v1	523	good sense, lab	ns^n	literally means	heb	תשפת	80
v1	525	which accompany DT\» and	D^NS^I	also show	heb	רפאים	81
v1	525	For the meaning of	t^jxm,		heb	רפאים	77
v1	525	a poetical equivalent to	DTia,	and may	heb	מתרם	67
v1	526	the sentence by reading	CPKSp	physicians (laTQol	heb	רפאים	91
v1	526	by reading CPKSp physicians	(laTQol ov py avaaT^covai).		grc	(ἰατροὶ οὐ μὴ ἀναστήσουσι)	94
v1	526		nprn	a pluperfect,	heb	רהקת	86
v1	526	supposes no ellipsis, makes	"pK iisp	itself the	heb	קצור ארץ	68
v1	527	which the analogous term	tts		heb	עם	75
v1	527	the exact sense of	"ppx	in this	heb	צקון	90
v1	527		ttjnb	here to	heb	לחש	95
v1	527	supplies a preposition before	"pova,	and	heb	מוסרך	90
v1	527	Prophet would have written	D-IOVO,	but for	heb	מוסרם	91
v1	528	and applied. Ewald makes	iaSD	mean as	heb	פמו	76
v1	529	agree, either with	y-ix	which is	heb	ארץ	90
v1	529	agreement with the parallel	ibs^.	The	heb	רפלו	79
v1	530	bun as equivalent to	ynx.		heb	ארץ	90
v1	530		bzn	the Babylonian	heb	הבל	95
v1	530	T^-S with	"pEip*1	is not	heb	רקומון	88
v1	531		b-'Bn	the second	heb	הפיל	89
v1	531	But the combination of	c^s-i	with DTE	heb	רפאים	91
v1	531	Retaining the construction of	b^sn	as a	heb	הפיל	66
v1	532	in a figure (iv	naQafiolri)	as Paul	grc	παραβολῇ)	81
v1	533	usage of the word	CST,	vide supra	heb	זעס	69
v1	533	the verbs T£ and	xa,	vide supra,	heb	בא	86
v1	533	•pr^ and	"pVi	is of	heb	דלתך	91
v1	533	of no exegetical importance,	"psa	strictly means	heb	בעדך	76
v1	534	to give	"px	in both	heb	ארץ	90
v1	536	other epithet	rns	has been	heb	ברח	95
v1	536	confound it with	irna	a bar,	heb	בריח	83
v1	536	explanation of	nttijD	as meaning	heb	קשה	90
v1	537	the verb	-pia	and its	heb	שיר	74
v1	538	of the verb	ttss	is perfectly	grc	ΓΝ	65
v1	539	actually read of a	n^T	D^D (not	heb	זרת	80
v1	539	sion icn	">aiD	Amos 5:	heb	כרמר	91
v1	539	determined by the analogous	Di^pnb	every morning.	heb	לבקרים	77
v1	541	the imperative meaning of	ftasi	seems to	heb	רעשה	73
v1	542	upon	nxDXS,	none is	heb	סאסאה	83
v1	542	of	nxo	strictly denoting	heb	סאה	96
v1	542		rta!),	used in	heb	שלת	78
v1	544		rpBSO	is by	heb	סצפיה	90
v1	545	careful and complete ingathering.	n'l'nsia ^na	is explained	heb	נחל מצרים	90
v1	545	the next verse.	TTIK	is properly	heb	אחד	92
v1	548	the verse before us,	peOvovzes avev o/Vor.	The	grc	μεϑύοντες ἄνευ οἴνου	88
v1	548	^5&| and rendered it	HICF&COTOI.		grc	μισϑωτοί	87
v1	548	first clause, by explaining	wxa	of physical	heb	גאות	76
v1	549	Hitzig and Ewald render	hi'n	as a	heb	הור	91
v1	549	expressions are the Greek	oivon).y%	and the	grc	οἰνοπληξ	85
v1	549	manuscripts, read	sn'.rri	instead of	heb	רהוה	82
v1	549	Jehovah. Luther	has/row,	which is	eng	has from	96
v1	550		-istt)	and some	heb	טער	71
v1	550	as in the Septuagint	($ia)*		grc	(βίῳ)	70
v1	551	a collective. Lowth reads	rvnos	in the	heb	עטרות	75
v1	552	As	^Ti'sa	means literally	heb	בעוד	89
v1	552		ns^x	seems to	heb	אישה	72
v1	552	mere euphonic variation of	"px	in v.	heb	ציץ	91
v1	552	bab	nsist	the predicate	heb	צרצת	88
v1	552	supposes	^ab	the fading	heb	נבל	83
v1	552	Moors. Lowth's decision, that	nann na-n	is a	heb	רראה הראה	69
v1	552	emendation	(m&o	for run*1)	heb	רארה)	88
v1	554	and others needlessly take	"^bin	the general	heb	מו פהן	74
v1	554	improbable solution is that	mMs	does not	heb	פליליה	85
v1	554	erring, wandering, explain	njai	and nsn	grc	πλῷ	75
v1	554	by usage. Hendewerk takes	"Dai	as an	heb	טכר	81
v1	554	intoxication. Henderson's version of	isbna	(overpowered) leaves	heb	נבלעו	82
v1	555	the next verse and	ips	have	heb	פקו	93
v1	555	the tables, etc. But	"Jft^tt?	is a	heb	שלחן	75
v1	555	Ezek. 44 : 21).	JixH	is commonly	heb	ראה	96
v1	555	the analogous use of	nih	in v.	heb	חוה	83
v1	555	writers suppose	tixis	to be	heb	צאה	91
v1	555	supplying a preposition before	MNS	than before	heb	צאה	93
v1	555	before MNS than before	a^p.	The introduc	heb	קיא	87
v1	556	the advantage of taking	pw	in its	heb	עמיק	74
v1	557	material change of meaning.	SISTQIS	properly denotes	heb	טמועה	70
v1	558	imagine that is and	ip	are here	heb	קו	93
v1	558	sounds. But	ip	is in	heb	קו	93
v1	558	unto this people. As	ftSW ^sb	may denote	heb	לעג" שפה	89
v1	559	to take	nnwa	in the	heb	מנגחה	69
v1	560	refer grammatically either to	csrt	or to	heb	חעם	69
v1	560	the words ata and	^pv	into a	heb	שקר	92
v1	560	on the scoffer's boast,	bifitiu	is here	heb	שאול	92
v1	561	other variations (DITU and	alia, Jrrn	and win)	heb	חזה ,שוט	90
v1	561	instance of extreme folly	(avoiag ea%drqs).	Hitzig and	grc	(ἀνοίας ἐσχάτης)	96
v1	562	intimate and close articulation.	"pEXE	may either	heb	מאמין	90
v1	562	no need of reading	i^ai	with	heb	לבחש	76
v1	562	have dropped out after	IPD,	as if	heb	סתר	68
v1	563	he has him instead	off/,	in order	grc	οἵ τέ	75
v1	566	be produced. The words	m^r	and "p:o3	heb	שורה	94
v1	567	pointed, designated, and	rmr	in that	heb	שורה	96
v1	567	supposed paronomasia of	mrri niiiis,	gives his	heb	שורה ושערה	72
v1	567	Solomon (7 : 16),	j'tco^/W VTTO		grc	γεωργίαν ὑπὸ	97
v1	568	takes	cnb	in its	heb	לחם	90
v1	568	clear enough. The reading	TO-IB	his hoofs	heb	פרסיו	92
v1	569	low, vs. 1—4. The	prom		heb	גמסיוק	83
v1	570	form into	bx-^n	(mountain of	heb	הרדאל	74
v1	570	combine the two explanations	ol		grc	οἱ	77
v1	571		B^&n	its usual	heb	חגים	86
v1	571	one. The dubious phrase	zxv -]*by irmi	'is understood	heb	וצרתי עליך מצב	79
v1	573	verb may agree with	"p^ft	as a	heb	המון	75
v1	575	D^X^D, insists upon retaining	cntri	as an	heb	חזים	93
v1	576	the Hebrew	^Bt>,	which originally	grc	“ΞΌ	87
v1	576		IDG si*1,	the last	heb	ירדע ספר	82
v1	576	makes	prn	an intransitive	heb	רחק	80
v1	576	the accents,^s to take	rnsha		heb	מלמדה	92
v1	576	substantive in apposition with	wxa.	This	heb	מצוה	83
v1	577	of the participle for	^bi^;	but the	heb	; יוסףם	70
v1	578	forms of affirmation. That	bs;i3n	is not	heb	הפרמל	69
v1	580	more common to explain	isn	as meaning	heb	לבר	84
v1	580	Ewald, is that of	n-oia	as meaning	heb	מוכיח	92
v1	581	directly to himself. That	^sx	refers to	heb	אשר	79
v1	581	ing "*?& instead of	bx	(the God	heb	אל	96
v1	584		snoifoare (svv&^ag.	Cocceius applies	grc	ἐποιήσατε συνϑήκας	92
v1	584	multiplying or accumulating guilt,	d^-mo	is strongly	heb	סוררים	66
v1	585	in scripture as downward,	o^fi	is commonly	heb	הלכים	90
v1	585	ch. 19: 11. For	wai bsn,	the Seventy	heb	חנס יגיעו	79
v1	585	seem to have read	isa*"	Ban, they	heb	ררגצו	74
v1	586	and assume a root	tixa	synonymous	heb	באש	96
v1	587	beasts!)—or as an absolute	nomi		heb	ומזסת	67
v1	587	follows of course that	npisi rm -px	cannot mean	heb	ארץ צרה וצוקה	85
v1	587	travellers. Those who make	"px	to mean	heb	ארץ	92
v1	587	explain	tsn^a	as referring	heb	מהם	89
v1	587	For the meaning of	r,Bisa spu:,	see the	heb	טרה מעופף	78
v1	588	makes even	niTsra	(Behemoth) an	heb	בהמות	88
v1	588	asses in general. That	nfcm	signifies the	heb	דבשת	90
v1	588	animal. The	bs	before DS	heb	על	94
v1	588	animal. The bs before	DS	does not	grc	ὩΣ	76
v1	588	tive of	raaj	to cease,	heb	שבת	70
v1	588	ern writers take	ipfc^p	in the	heb	קראתו	90
v1	588	it. ban and	p^-i	are nouns	heb	ריק	88
v1	589	the words	rrte	and ~£r	heb	לוח	96
v1	589	with "iso but with	mb.	Some of	heb	לוח	87
v1	590	and Lowth instead of	pa*	read ttp?,	grc	ῬῺΣ	76
v1	590	instead of pa* read	ttp?,	thus making	heb	עקש	68
v1	591	takes the whole phrase	bsi ys	in the	grc	58} ΥῈ	77
v1	591	read ^^^% The phrase	M:rn xb rvirs	exhibits a	heb	פתות לא יחמל	92
v1	592	the dangers threatened. In	bg		heb	קל	90
v1	592		tn	the specific	heb	בן	70
v1	593	32: 31, Lowth supposes	rciri	(a	heb	רבבה	90
v1	593	in the Septuagint version	nolloi.	Instead of	grc	πολλοί	97
v1	593	they were left etc.	-ftn	is taken	heb	תרן	88
v1	593	explaining	nsrn	will delay	heb	רחפה	68
v1	595	either read	asj^	as a	heb	רשב	71
v1	595	of the Septuagint, inserts	ttJ'np	and changes	heb	קדוש	92
v1	595	inserts ttJ'np and changes	a<b	to	heb	לא	93
v1	596	the voice of seducers	(iwv	nlavri-	grc	(τῶν	97
v1	597	from a synonymous root	"jax.		heb	אמן	77
v1	597	translation. The sense of	finssa		heb	פמאתם	85
v1	597	the idol. ^t?B and	rosn	strictly denote	heb	מסכה	91
v1	597	cntn with the noun	*r,t	in Numbers	heb	זרא	95
v1	599	chiefs. Knobel applies	Jrtn	to the	heb	הרג	97
v1	600	or echoes from afar),	pirna	is by	heb	מרחוק	93
v1	600	supplies a preposition before	IBS.		heb	אפו	90
v1	600	supply the preposition before	*>sfa	(with	heb	בער	93
v1	600	the late interpreters explain	nxtoa	as	heb	משאה	85
v1	602	accompanying circumstances,	rro	may be	heb	נחת	68
v1	602	or of	nns	to descend,	heb	נתת	80
v1	603	really including the other,	nrn	originally means	heb	חתת	76
v1	603	the text by reading	ri3*>	in the	heb	רפה	93
v1	604	very generally agreed that	STibto	denotes the	heb	מוסדה	89
v1	606	The verbs p"»asn and	srrri	must	heb	היחב	83
v1	607	trary. Ewald refers	S;P	to previous	heb	רבא	88
v1	608	or meets. Most interpreters	have,/or	Mount Zion,	eng	have, for	97
v1	608		bs	is used	heb	על	96
v1	608	cn^s elsewhere. But as	acs	itself, with	heb	צבא	90
v1	608	allusion to the name	rvixast	(the Lord	heb	צבאות	92
v1	609	refers not to	"ifi	but to	heb	דקר	86
v1	609	as Hendewerk properly objects,	m'B5	means flying,	heb	עפות	88
v1	609	the nest. The feminine	nis?	also	heb	כפות	83
v1	609	the destroying angel (hence	noe	passover),	heb	פסת	90
v1	610	become tributary (literally, tribute).	tt5l>'K"K^		heb	לא-איש	84
v1	610	and	DTK'^b	are commonly	heb	לאדאדם	88
v1	610	explain	tflix	and n*ix,	heb	ארש	89
v1	610	others derive fcia from	&c?a	to melt,	heb	מסס	79
v1	612	srti, or 'n supposing	nsai	to have	heb	טצה	86
v1	613	value. Ewald translates	bss	and ^3	heb	נבל	83
v1	614	of the threatened evil,	nsflj bs> ta^a*	is by	heb	רמוים על פנה	71
v1	615		n-i'isb	has less	heb	ספדים	89
v1	615	his hypothesis,	bsi?	originally means	heb	עפל	80
v1	616		inson's	Gesenius, this	heb	5 מספחו	79
v1	617	forever. Both mass and	mss	strictly denote	heb	עבדה	91
v1	617	in the original, as	trirstt	is never	heb	מעשת	67
v1	617	sia in the phrase	m-a	TO, which	heb	ברדת	91
v1	619	others every morning (Kimchi:	*ipm ^ps	^33)> with	heb	פקר המקר	69
v1	620	addresses the enemy collectively,	V^on	is a	heb	חסיל	82
v1	620		pptts	denotes specifically	heb	שקק	78
v1	621	Most interpreters connect	rrn	either with	heb	היה	78
v1	621	either with rsi^x or	to,Gn	as its	heb	חסן	92
v1	621	as a contraction of	n!b nsnx	or s!b	heb	אראצה לם	67
v1	621	fjiai	avToig,	Symmachus oqi&foopai,	grc	αὐτοῖς	79
v1	621	fjiai avToig, Symmachus	oqi&foopai,	the Vulgate	grc	ὀφϑήσομαι	87
v1	621	example of the form	sb	for tfi.b.	heb	לם	80
v1	621		a^bios	and explains	heb	ארצלים	86
v1	621	a suffix. The latest	investiga		heb	וט תו	69
v1	623		a-m	is for	heb	ארומם	90
v1	623	a-m is for	ma-hrix	but others	heb	אתרומם	89
v1	629	to understand the first	*IEO	and bpiu	heb	ספר	92
v1	629	the first *IEO and	bpiu	in like	heb	טקל	92
v1	630	them) would read	TSib	so as	heb	כועז	84
v1	630	secure a parallel to	asba	in the	heb	נלעג	90
v1	630	narrowness and prejudice. The	paral		heb	הת	74
v1	630	a long time (n	-JST) ;		heb	; (זמן	69
v1	631	Of these some suppose	cipa		heb	מקום	91
v1	632		Qto	with Koppe.	heb	טם	75
v1	632	tent, and supposes	"pn	to denote	heb	תרן	77
v1	633	of the whole sentence,	tx	marks the	heb	אז	90
v1	633	whether past or future.	bVr "ir		heb	ער טלל	83
v1	635	to be destroyed. But	e^ian	ba is	heb	הגורם	71
v1	637	explains	nbss	as a	heb	נבלת	77
v1	639	the land of Edom.	ns;	is otherwise	heb	זבח	89
v1	640	Holy Land, as the	cfcn	would seem	heb	ראס	66
v1	640	of figurative language. For	D-^an	in this	heb	ראמים	78
v1	640	burning long,	ft^na	neither means	heb	נחליה	78
v1	641	Knobel, the suffix in	nsix	still refers	heb	ארצה	93
v1	641	is retained by Theodotion,	ei$		grc	εἰς	97
v1	642	of the name (from	&op	to vomit)	heb	קוא	96
v1	643	Septuagint has not	nefaxav,	as Henderson	grc	πελεκᾶν	90
v1	643		(fyivoi).	The next	grc	(ἐχίνοι)	75
v1	644	Lowth reads m-nra or	si^^n	^3?, connects	heb	חרריה	88
v1	644	BIB for BIB, gives	xnjD	the sense	heb	קרא	96
v1	645	posed parallelism between	f^-in	and JrmB,	heb	חררה	74
v1	645	(Rev. 16: 10) and	m-i-a	to the	heb	שררה	92
v1	645	of this sentence. In	n^-'SSBa		heb	במבצ-יה	78
v1	646	for ostriches. Gesenius explains	i^sn	as an	heb	חציר	89
v1	646	Crusaders. In the words	fi^s	and	heb	צררם	72
v1	647	the Septuagint version	(fioriGoviai).	For the	grc	(βοήσονται)	92
v1	647	belongs to the words	a^s	and	heb	ציים	75
v1	647	writers connect it with	Stt		grc	ΞΘ	71
v1	647	same fate with	"^siB.	In itself	heb	שעיר	65
v1	650	use of the word	daipovia	in this	grc	δαιμόνια	91
v1	650	and the Septuagint has	lyivog	in both	grc	ἐχῖνος	97
v1	650	explain the common reading	(tiBp)	as a	heb	(קפוז)	92
v1	650		tion.	The same	heb	מסוז	79
v1	650	refer the suffix in	fibss	not	heb	בצלה	91
v1	651	to read thus :	sop"1 iiw -isc^a bs,		heb	על מספר יהיה יקרא	84
v1	651	anticipation of the verb	tJOp,	which has	heb	קראו	75
v1	652	explanations. Houbigant reads	I^B	and Knobel	heb	פיו	82
v1	652	refer the suffix in	irm	to ^	heb	רוחו	91
v1	653	use of the form	"nstn	and of	heb	חציר	88
v1	653	and of the phrase	sb	"nnm a	grc	ΞΙΞ	84
v1	655	pii (za	eqqttct TOV 'loQddvov),	and this	grc	ἔρημα τοῦ ᾿Ιορδάνου)	92
v1	655		(p^i^n nrrt),	and Lowth	heb	(גדות הירדן)	89
v1	656	for	nb	(to it),	heb	לה	96
v1	657	Thess. 1 : 6.)	ISIE:,	as a	heb	נמחר	84
v1	657	greatly perplexed by making	ca^nbx	the subject	heb	אלהיכם	90
v1	657		^ina	(it will	heb	גמול	66
v1	659	To the explanation of	i"p-3		heb	נבקעו	91
v1	660	writers following the Septuagint	(avvdQog)	and	grc	(ἀνυδρος)	87
v1	660	context. The etymology of	siaa	suggests the	heb	מבוע	90
v1	661	derness. The suffix in	nsan	refers not	heb	רבצה	96
v1	661	nsan refers not to	-px	understood (DeDieu),	heb	ארץ	92
v1	661	no need of reading	D^xzn (Kennicott), fis		heb	פרץ , (10061מ168) רבצים	83
v1	661	(Houbigant),	nsns	or 'X-iB	heb	פרצה	93
v1	661	(Houbigant), nsns or	'X-iB	(Lowth). Gesenius	heb	פרצי	89
v1	661		nxan	(which was	heb	רבצה	96
v1	662		-pn Kb	inn (a	heb	לא דרך	91
v1	662	of a	nbibo xb -pi	(a way	heb	דרך לא סלולה	86
v1	662	several ancient versions omit	"p^i,	which	heb	ודרך	82
v1	662	either with	biboa	or with	heb	מסלול	91
v1	662	with biboa or with	-pi	which is	heb	דרך	92
v1	663	as equivalent to mx	ins	(ch. 33	heb	שבר	90
v1	663	gint	tiisanaQftwoi,	and by	grc	διεσπαρμένοι	95
v1	664		rvnn	as a	heb	חיות	86
v1	664	agreeing in form with	rvnn	and in	heb	חיות	67
v1	664	man hin). Calvin construes	labm	as	heb	והלכו	91
v1	665	accents. Jarchi understands by	nbis nnair	ancient joy	heb	שמחת עולם	83
v1	665	the Septuagint	(xaTatfipsrat avtovi),	may be	grc	(καταλήψεται αὐτούς)	96
v1	668	and proposed	(nE&oi)	to subdue	heb	(וראמר)	69
v1	668	upon Jerusalem. The substance	ol		grc	οἱ	96
v1	671	for	tHBX	as having	heb	אמרת	87
v1	671	The contemptuous import of	DTBtD -ai	is appa	heb	דבר שפתים	73
v1	672		-even	a detachment	heb	תסצס-	78
v1	672	-explain why the	bs	and ^x	heb	על	70
v1	673	etc ? But since	bs	is used	heb	על	90
v1	673	a simple equivalent to	bx,	it is	heb	אל	70
v1	673	is that the singular	"pis	is	heb	אדון	93
v1	674	that the latter inserts	rs	before this	heb	את	81
v1	674	of his own cistern.	m*a	usually means	heb	מרפה	68
v1	675	king of Assyria ?	"jS	is commonly	heb	פן	92
v1	675	regard	"ja	as equivalent	heb	פן	91
v1	675	"ja as equivalent to	bx,	which is	heb	אל	72
v1	678	reading. The plural	D'V'iJ	seems to	heb	שקים	92
v1	678	The common version of	fvix	(trouble) seems	heb	צרה	92
v1	678	tuagint	(oveidifffjiov)	and some	grc	(ὀνειδισμοῦ)	91
v1	680		rrDim	is put	heb	והוכיח	89
v1	680	rrDim is put for	mainVi.	The grammatical	heb	ולחוכיח	83
v1	681	nor for explaining	i-issn	in v.	heb	וראמרן	76
v1	681	tempest. Others understand by	rm	the destroying	heb	רומ	84
v1	681	Assyrian. Thus some explain	rm	to mean	heb	רוח	90
v1	684	on the ground that	naia	is the	heb	בוטח	80
v1	685		DSmx	may either	heb	אותם	73
v1	688	he took	imms*'	in the	heb	לפרשהו	88
v1	689	as a synonyme of	aip		heb	קרב	97
v1	689	the word with the	ygvnsg	or	grc	γρυπὲς	79
v1	689	gods of the nations.	bs*>		heb	לכל	94
v1	690	stronger disjunctive accent than	-pis,	instead of	heb	אזנך	79
v1	691	The simplest version of	nbc *IIBX	is, who	heb	אשר שלח	91
v1	691	2 Kings 19: 16,	inbu ^TTX, i.e.	which	heb	4 ,אשר שלחו	82
v1	692	the clauses and translate	c'.izifn,	therefore (or	heb	וראכדום	66
v1	693	J. D. Michaelis connects	^UJX		heb	אשר	91
v1	693	with	^bx	in the	heb	אלר	89
v1	693	nation of	"IIBS	as a	heb	אשר	90
v1	694	object of the verb	insiais	(I have	heb	טומעתי	76
v1	694	he makes him use	"nrx	in a	heb	אשר	72
v1	694	with the hypothesis that	bx	is a	heb	אל	90
v1	694	make the construction easy,	bx	may	heb	צל	92
v1	694	explanations of the preposition	bs,	between which	grc	ΩΣ	70
v1	695	text. The sense of	"p^nx	is not	heb	אחריך	91
v1	696	The parallel passage has	"psxba	thy messengers,	heb	מלאכיך	91
v1	696	Gesenius points the former	asna	and translates	heb	פרכב	71
v1	696	on ch. 14: 13.)	"Pnst rEip	is	heb	קומת ארזיו	91
v1	696	440.) Instead of top	oi-ua	the parallel	heb	מרום	91
v1	696	passage has	n'sp •)•&«	(his extreme	heb	מלון קצח	67
v1	698	The old interpretation of	"iiss	"nix^, as	heb	מצור	85
v1	699	here in the phrase	pimsb.	A writer	heb	למ-חוק	72
v1	699	contracted form	p'mnV,	which, as	heb	להשות	74
v1	699	the later copy. For	D"ba	Lowth	heb	גלים	71
v1	700	Kings 19: 26) has	na^iia		heb	שדפה	80
v1	700	led some to regard	riaita	either as	heb	שדמה	71
v1	700	verse evidently is that	t'ley	were unable	grc	ΓἼΘΥ	70
v1	700	•psffi, from	nxft.	The more	heb	שאה	79
v1	700	is from the verb	^KID	and its	heb	שאנן	92
v1	700	root	"JXTB,	meaning to	heb	שאן	72
v1	700	make	F&s	agree with	heb	עלה	91
v1	701	that	rrso	denotes voluntary	heb	ספית	82
v1	701	(2 Kings 19: 29	urno),	the etymology	heb	(סחיש	88
v1	701	Gesenius understand the infinitive	bisx	as referring	heb	אכיל	71
v1	703	not even attack it.	"}Sn		grc	ἸΔῺ	86
v1	703	and not that of	avraamrjpbt;	or testudo.	grc	συτασπισμὸς	75
v1	703	the usual construction of	naBipi	is the	heb	רקדמנה	89
v1	703	their subject. Some translate	bx	into, which	heb	אל	93
v1	703	walls. Calvin understands by	nbbb		heb	סללה	91
v1	703	makes	fia	emphatic and	heb	בה	91
v1	705		lg	*V* *i£	grc	ἐς	73
v1	705	lg *V* *i£	OQ&MV evGefirfi SGIM.	The parallel	grc	ὀρέων εὐσεβὴς ἔστω	92
v1	707	An analogous Greek phrase	(aa&evsia TTQO^ -&dvarov)	is used	grc	(ἀσϑένεια πρὸς ϑάνατον)	85
v1	707	to thy house. (LXX.	rd^ai nfQ\ TOV ofxoi>	aov.) In	grc	τάξαι περὶ τοῦ οἴχου	93
v1	707	Plutarch the analogous expression,	trttM.ea&ai roig oixsiots.	la	grc	ἐντέλλεσϑαι τοῖς οἰκείοις	93
v1	709		K3-bx	(Gen. 19:	heb	אלדנא	82
v1	709	it with Gesenius from	ttx	and so.	heb	אה	96
v1	711	in the original is	n-fcsn,	which, like	heb	מעלות	70
v1	712		rvibsa	means ordinary	heb	מעלות	92
v1	712	to be altogether incontestable,	rnbsan	may either	heb	המעלות	90
v1	713	formulas Tnb and	nxwb	in the	heb	למנצח	91
v1	714	rhythmical effect. The words	IEI	^in may	heb	רביר	80
v1	714	the following verse, where	TPIEX	is immedi	heb	אמרתר	81
v1	714	the Greeks call ^	ptaijppQia toi> /Jt'ov,	and ourselves	grc	μεσημβρία τοῦ βίου	96
v1	714	(Iv	rq> vyei iwv fjpeQmv	pov), in	grc	τῷ ὕψει τῶν ἡμερῶν	94
v1	714	of my days (^	^sm).	There is	heb	(בחצי	79
v1	715		i-p	m is	heb	רה	89
v1	715	joy, corresponding to W	(ovou,		grc	(οὐαὶ	90
v1	715	The preposition	cs?	may connect	heb	עם	75
v1	715	world, and therefore applies	Hn	to	heb	חדל	91
v1	715	inhabitants of the world	(ibn *zw).	That the	heb	(רשבר חלר)	78
v1	717	last clause is that	offaiishing	a piece	eng	of finishing	95
v1	718	to the explanation of	"nw	as a	heb	שפור	82
v1	718	the verb. Hitzig makes	ftpttJS	an imperative,	heb	עטקה	81
v1	720	been made to explain	dh^y		heb	עלרהם	76
v1	721	expect the promised blessing,	-pin	&6	heb	תודך	92
v1	721	to save him still,	ru^a	is properly	heb	נגרנה	70
v1	722	by the Prophet himself,	n-na	seems properly	heb	מרח	90
v1	725	is retained by Aquila	(zov otxov rwv aQWfidv&v)	and the	grc	(τὸν οἶκον τῶν ἀρωμάτων)	85
v1	726	or dominions. Hitzig gives	mix's*	the specific	heb	אישרות	73
